Business ID,Rating
Red-Lion-Pub-and-Restaurant-Houston,KeyError
Red-Lion-Pub-and-Restaurant-Houston,KeyError
Melt-Bar-and-Grilled-Lakewood,4
Pawley’s-Front-Porch-Columbia,4
Pawley’s-Front-Porch-Columbia,4
Sophia-Restaurant-Buffalo,4.5
Sophia-Restaurant-Buffalo,4.5
Bette’s-Oceanview-Diner-Berkeley,4.5
Bette’s-Oceanview-Diner-Berkeley,KeyError
The-Liberty-Elm-Diner-Providence,4
Naglee-Park-Garage-San-Jose,KeyError
Dish-Charlotte,4
Earl’s-Drive-In-Chaffee,KeyError
Earl’s-Drive-In-Chaffee,KeyError
Aldo’s-Harbor-Restaurant-Santa-Cruz,3.5
Aldo’s-Harbor-Restaurant-Santa-Cruz,KeyError
Momocho-Cleveland,4.5
Dish-Cafe-and-Catering-Reno,KeyError
Landmark-Restaurant-Charlotte,KeyError
Landmark-Restaurant-Charlotte,3.5
Pier-23-Cafe-San-Francisco,KeyError
Highway-Inn-and-Ho’okipa-Catering-Waipahu,KeyError
Highway-Inn-and-Ho’okipa-Catering-Waipahu,4
Hank’s-Haute-Dogs-Honolulu,KeyError
Hank’s-Haute-Dogs-Honolulu,3.5
Nico’s-Pier-38-Honolulu,4
Nico’s-Pier-38-Honolulu,KeyError
Germaine’s-Luau-Kapolei,KeyError
Germaine’s-Luau-Kapolei,KeyError
North-End-Cafe-Manhattan-Beach,KeyError
Gold-‘N-Silver-Inn-Reno,KeyError
Gold-‘N-Silver-Inn-Reno,KeyError
Singleton’s-Seafood-Shack-Atlantic-Beach,KeyError
Singleton’s-Seafood-Shack-Atlantic-Beach,KeyError
The-Farmer’s-Shed-Lexington,KeyError
The-Farmer’s-Shed-Lexington,4.5
Poke-Stop-at-Mililana-Mauka-Llc.-Mililani,KeyError
Poke-Stop-at-Mililana-Mauka-Llc.-Mililani,3.5
Mulberry-Cafe-Lackawanna,4
Mulberry-Cafe-Lackawanna,3
Louis’-Basque-Corner-Reno,4.5
Louis’-Basque-Corner-Reno,KeyError
13-Gypsies-Jacksonville,4
Gloria’s-Cafe-Los-Angeles,4
Gloria’s-Cafe-Los-Angeles,4.5
Cafe-Citti-Kenwood,KeyError
Cabo-Fish-Taco-Charlotte,4
Murphy’s-Bar-and-Grill-Honolulu,4.5
Murphy’s-Bar-and-Grill-Honolulu,KeyError
At-Last-Cafe-Long-Beach,KeyError
Virgil’s-Cafe-Bellevue,3.5
Virgil’s-Cafe-Bellevue,KeyError
Martin’s-Bar-B-Que-Joint-Nolensville,4.5
Martin’s-Bar-B-Que-Joint-Nolensville,4
"""-Smoked-and-Sauced*""""-Terry’s-Turf-Club""",KeyError
"""-Smoked-and-Sauced*""""-Terry’s-Turf-Club""",KeyError
"""-Smoked-and-Sauced*""""-Schellville-Grille""",3.5
"""-Smoked-and-Sauced*""""-Schellville-Grille""",KeyError
"""-Smoked-and-Sauced*""""-Jake’s-Good-Eats""",3
"""-Smoked-and-Sauced*""""-Jake’s-Good-Eats""",3.5
Jax-At-The-Trax-Truckee,3.5
Jax-At-The-Trax-Truckee,4
Culhane’s-Irish-Pub-Atlantic-Beach,4
Culhane’s-Irish-Pub-Atlantic-Beach,KeyError
Blue-Ash-Chili-Restaurant-Cincinnati,KeyError
Don-Chow-Tacos-Los-Angeles,KeyError
Rainbow-Drive-In-Honolulu,4.5
Northern-Waters-Smokehaus-Duluth,4
Blackwater-Grill-Saint-Simons-Island,KeyError
Comet-Ping-Pong-Washington-D.C.,KeyError
Comet-Ping-Pong-Washington-D.C.,4
Wallace-Station-Versailles,KeyError
Wallace-Station-Versailles,3.5
Smokin’-Guns-BBQ-North-Kansas-City,KeyError
Smokin’-Guns-BBQ-North-Kansas-City,4
RJ’s-Bob-Be-Que-Shack-Mission,4.5
RJ’s-Bob-Be-Que-Shack-Mission,4.5
Johnny’s-Bar-B-Q-Mission,4.5
Johnny’s-Bar-B-Q-Mission,KeyError
Woodyard-Bar-B-Que-Kansas-City,4
Swagger-Fine-Spirits-and-Food-Kansas-City,4.5
Burger-Me!-Truckee,3.5
Burger-Me!-Truckee,KeyError
Athens-Family-Restaurant-Nashville,3.5
Paul’s-Coffee-Shop-Fountain-Valley,4
Paul’s-Coffee-Shop-Fountain-Valley,4
Rick’s-White-Light-Diner-Frankfort,3.5
Rick’s-White-Light-Diner-Frankfort,4
Gordy’s-Hi-Hat-Cloquet,2.5
Gordy’s-Hi-Hat-Cloquet,KeyError
Arnold’s-Country-Kitchen-Nashville,4
Arnold’s-Country-Kitchen-Nashville,4.5
Southern-Soul-Barbeque-Saint-Simons-Island,KeyError
Maine-Diner-Wells,KeyError
Kramarczuk’s-Minneapolis,KeyError
Kramarczuk’s-Minneapolis,KeyError
Happy-Gillis-Cafe-and-Hangout-Kansas-City,4.5
Hillbilly-Hot-Dogs-Lesage,KeyError
Mama-Cozza’s-Anaheim,4
Mama-Cozza’s-Anaheim,KeyError
Tune-In-Restaurant-Washington-D.C.,KeyError
Tune-In-Restaurant-Washington-D.C.,4
Bob’s-Clam-Hut-Kittery,3.5
Bob’s-Clam-Hut-Kittery,4.5
Greek-Corner-Restaurant-Cambridge,KeyError
Bro’s-Cajun-Cuisine-Nashville,3.5
Bro’s-Cajun-Cuisine-Nashville,4.5
The-General-Store-Silver-Spring,3.5
Parkette-Drive-In-Lexington,3.5
Metro-Diner-Jacksonville,3.5
Al’s-Breakfast-Minneapolis,4
Al’s-Breakfast-Minneapolis,4.5
"""-Dogs-and-Claws*""""-The-Lobster-Shanty""",4
"""-Dogs-and-Claws*""""-The-Lobster-Shanty""",4
"""-Dogs-and-Claws*""""-The-Brick""",4
"""-Dogs-and-Claws*""""-The-Brick""",4
"""-Dogs-and-Claws*""""-Oohh’s-&-Aahh’s-Gourmet-Deli""",KeyError
"""-Dogs-and-Claws*""""-Oohh’s-&-Aahh’s-Gourmet-Deli""",4
J.J.-McBrewster’s-Lexington,KeyError
J.J.-McBrewster’s-Lexington,4
At-Sara’s-Table-Chester-Creek-Cafe-Duluth,4
At-Sara’s-Table-Chester-Creek-Cafe-Duluth,4.5
Cafe-Rakka-Hendersonville,KeyError
Rino’s-Place-East-Boston,3.5
Rino’s-Place-East-Boston,KeyError
The-Blue-Door-Pub-Saint-Paul,KeyError
Bay-Way-Diner-Linden,4
Bay-Way-Diner-Linden,KeyError
"""-Filled-and-Fried*""""-Chaps-Coffee-Co.""",KeyError
"""-Filled-and-Fried*""""-Chaps-Coffee-Co.""",KeyError
"""-Filled-and-Fried*""""-Good-Dog-Bar-&-Restaurant""",4
"""-Filled-and-Fried*""""-Good-Dog-Bar-&-Restaurant""",4.5
"""-Filled-and-Fried*""""-Porthole-Restaurant""",KeyError
"""-Filled-and-Fried*""""-Porthole-Restaurant""",KeyError
LaCaraquena-Falls-Church,KeyError
LaCaraquena-Falls-Church,KeyError
Savarino’s-Cucina-Nashville,4.5
Savarino’s-Cucina-Nashville,KeyError
Brats-Brothers-Sherman-Oaks,4
George’s-Place-Cape-May,3.5
George’s-Place-Cape-May,4.5
Becky’s-Diner-Portland,KeyError
Becky’s-Diner-Portland,3
Sammy’s-Food-Service-and-Deli-New-Orleans,KeyError
Sammy’s-Food-Service-and-Deli-New-Orleans,KeyError
Meal-Ticket-Berkeley,4
Metro-29-Diner-Arlington,4.5
Duluth-Grill-Duluth,4
10th-Avenue-Burrito-Belmar,4
10th-Avenue-Burrito-Belmar,3.5
Capone’s-Pub-Coeur-d’Alene,KeyError
Capone’s-Pub-Coeur-d’Alene,KeyError
Jamaicaway-Nashville,3.5
Elk-Public-House-Spokane,KeyError
Colossal-Cafe-Minneapolis,KeyError
Maui’s-Dog-House-Wildwood,4
Maui’s-Dog-House-Wildwood,3.5
Tortilla-Cafe-Washington-D.C.,3.5
Tortilla-Cafe-Washington-D.C.,KeyError
Memphis-Taproom-Philadelphia,3.5
The-Golden-Bear-Sacramento,4
"""-Pasta-and-Pork*""""-Mahoney’s-Po-Boy-Shop""",4
"""-Pasta-and-Pork*""""-Mahoney’s-Po-Boy-Shop""",5
"""-Pasta-and-Pork*""""-Hill’s-Restaurant-&-Lounge""",4
"""-Pasta-and-Pork*""""-Hill’s-Restaurant-&-Lounge""",4
"""-Pasta-and-Pork*""""-Q-Fanatic-BBQ""",3.5
"""-Pasta-and-Pork*""""-Q-Fanatic-BBQ""",4
Sage-General-Store-Queens,4
Sage-General-Store-Queens,0
Quahog’s-Seafood-Shack-Stone-Harbor,4
Quahog’s-Seafood-Shack-Stone-Harbor,4
W.O.W.---Worth-Our-Weight-Santa-Rosa,3.5
W.O.W.---Worth-Our-Weight-Santa-Rosa,KeyError
Louie-and-The-Red-Head-Lady-Mandeville,4
Honey’s-Sit-N-Eat-Philadelphia,4
Honey’s-Sit-N-Eat-Philadelphia,KeyError
Picabu-Neighborhood-Bistro-Spokane,KeyError
The-Pit-Stop-Merrick,KeyError
Gatsby’s-Diner-Sacramento,4
Gatsby’s-Diner-Sacramento,4
Anchor-Bar-Superior,4
La-Pines-Cafe-Slidell,KeyError
Steuben’s-Food-Service-Denver,KeyError
Steuben’s-Food-Service-Denver,KeyError
3-Sisters-Cafe-Indianapolis,4
Jimmy’s-Down-the-Street-Coeur-d’Alene,4.5
Jimmy’s-Down-the-Street-Coeur-d’Alene,4
Aunt-Mary’s-Cafe-Oakland,4
Aunt-Mary’s-Cafe-Oakland,3.5
Corey’s-Catsup-and-Mustard-Manchester,4
Corey’s-Catsup-and-Mustard-Manchester,3
Pineville-Tavern-Pineville,KeyError
Indy’s-Historic-Steer-In-Restaurant-Indianapolis,4
Indy’s-Historic-Steer-In-Restaurant-Indianapolis,3.5
Dad’s-Kitchen-Sacramento,4.5
Dad’s-Kitchen-Sacramento,3.5
Ben’s-Best-Deli-Queens,4
Ben’s-Best-Deli-Queens,4.5
Foolish-Craig’s-Cafe-Boulder,KeyError
Foolish-Craig’s-Cafe-Boulder,KeyError
Waddell’s-Pub-and-Grille-Spokane,KeyError
Waddell’s-Pub-and-Grille-Spokane,KeyError
Katie’s-Restaurant-New-Orleans,KeyError
Katie’s-Restaurant-New-Orleans,4
Jersey-Cafe-Carmel,3.5
Jersey-Cafe-Carmel,4
Merritt-Canteen-Inc.-Bridgeport,3.5
Merritt-Canteen-Inc.-Bridgeport,4
Sunflower-Cafe-Sonoma,4
Sunflower-Cafe-Sonoma,4
Hildebrandt’s-Williston-Park,4.5
Hildebrandt’s-Williston-Park,KeyError
The-Bagel-Delicatessen-and-Restaurant-Denver,4.5
The-Barking-Dog-Indianapolis,4
The-Barking-Dog-Indianapolis,KeyError
Putah-Creek-Cafe-Winters,KeyError
The-Old-Coffee-Pot-Restaurant-New-Orleans,KeyError
Jimtown-Store-Healdsburg,4
Dough-Pizzeria-Napoletana-San-Antonio,4
Sam’s-No.-3-Denver,KeyError
Sam’s-No.-3-Denver,4.5
The-Sparrow-Tavern-Queens,4.5
The-Sparrow-Tavern-Queens,4
Catelli’s-Geyserville,4.5
Catelli’s-Geyserville,4
Zest-Indianapolis,KeyError
Zest-Indianapolis,4
Lauer-Krauts-Brighton,KeyError
Moroccan-Bites-San-Antonio,KeyError
California-Tacos-To-Go-Tampa,KeyError
HRD-Coffee-Shop-San-Francisco,KeyError
The-Tamale-Place-Indianapolis,3.5
Garifuna-Flava-Chicago,KeyError
Bun-‘N-Barrel-San-Antonio,4.5
Bun-‘N-Barrel-San-Antonio,KeyError
Tocabe-American-Indian-Eatery-Denver,KeyError
Munch’s-Restaurant-and-Sundries-Saint-Petersburg,4
Munch’s-Restaurant-and-Sundries-Saint-Petersburg,4
Broken-Record-San-Francisco,4
Bang!-Denver,KeyError
Bang!-Denver,KeyError
Jose’s-Real-Cuban-Food-Bradenton,KeyError
Jose’s-Real-Cuban-Food-Bradenton,KeyError
The-Sink-Boulder,KeyError
Nana-Organic-Chicago,KeyError
Nana-Organic-Chicago,KeyError
Get-Fresh-Cafe-Norfolk,KeyError
Tampa-Bay-Brewing-Co.-Tampa,4.5
Tampa-Bay-Brewing-Co.-Tampa,KeyError
Zydeco’s-Mooresville,KeyError
Zydeco’s-Mooresville,KeyError
Chilam-Balam-Chicago,KeyError
Irazu-Chicago,KeyError
Irazu-Chicago,KeyError
Beto’s-Comida-Latina-San-Antonio,3.5
Beto’s-Comida-Latina-San-Antonio,KeyError
Tortilleria-Nixtamal-Queens,KeyError
Taco-Taco-Mexican-Restaurant-San-Antonio,KeyError
Taco-Taco-Mexican-Restaurant-San-Antonio,4
Whitners-Barbeque-Virginia-Beach,4
DMK-Burger-Bar-Chicago,KeyError
Rigoletto-Italian-Bakery-and-Cafe-Virginia-Beach,KeyError
Rigoletto-Italian-Bakery-and-Cafe-Virginia-Beach,KeyError
Chuck’s-Southern-Comforts-Cafe-Burbank,KeyError
Chuck’s-Southern-Comforts-Cafe-Burbank,3.5
El-Bohio-San-Antonio,KeyError
El-Bohio-San-Antonio,KeyError
"""-Lunch-and-Dinner*""""-Magnolia-Pancake-Haus""",KeyError
"""-Lunch-and-Dinner*""""-Magnolia-Pancake-Haus""",4.5
"""-Lunch-and-Dinner*""""-Taco-Bus""",KeyError
"""-Lunch-and-Dinner*""""-Taco-Bus""",KeyError
"""-Lunch-and-Dinner*""""-Beach-Pub""",KeyError
"""-Lunch-and-Dinner*""""-Beach-Pub""",KeyError
"""-Pancakes-and-Pork*""""-Supino-Pizzeria""",4
"""-Pancakes-and-Pork*""""-Supino-Pizzeria""",KeyError
"""-Pancakes-and-Pork*""""-Big-&-Littles""",KeyError
"""-Pancakes-and-Pork*""""-Big-&-Littles""",KeyError
"""-Pancakes-and-Pork*""""-Citrus-Breakfast-&-Lunch""",KeyError
"""-Pancakes-and-Pork*""""-Citrus-Breakfast-&-Lunch""",KeyError
Polish-Village-Cafe-Hamtramck,KeyError
Leaping-Lizards-Cafe-Virginia-Beach,4
Leaping-Lizards-Cafe-Virginia-Beach,4
Jethros-Fine-Grub-Vancouver,KeyError
Fresh-Local-Wild-Vancouver,4
Traffic-Jam-and-Snug-Detroit,4
Panozzos-Italian-Market-Chicago,4.5
Tomahawk-Restaurant-North-Vancouver,KeyError
Tomahawk-Restaurant-North-Vancouver,4
Dannys-All-American-Diner-Tampa,4
Clarkston-Union-Bar-and-Kitchen-Clarkston,3
Union-Woodshop-Clarkston,4.5
Michigan-Brewing-Co.-Webberville,4
Michigan-Brewing-Co.-Webberville,4
Red-Wagon-Cafe-Vancouver,4.5
Perfectly-Franks-Summerville,4
Mamas-Food-Shop-Manhattan,KeyError
Mamas-Food-Shop-Manhattan,KeyError
Litos-Mexican-Restaurant-Santa-Barbara,4.5
Litos-Mexican-Restaurant-Santa-Barbara,3.5
Save-On-Meats-Vancouver,4
The-Redhead-Manhattan,KeyError
The-Redhead-Manhattan,4.5
Rincon-Criollo-Queens,4
Tattooed-Moose-Charleston,4.5
Falconettis-Vancouver,4.5
Falconettis-Vancouver,4
Johns-of-12th-Street-Manhattan,KeyError
Johns-of-12th-Street-Manhattan,KeyError
Macs-Fish-and-Chip-Shop-Santa-Barbara,KeyError
The-Early-Bird-Diner-Charleston,4.5
The-Early-Bird-Diner-Charleston,KeyError
Boulevard-Diner-Dundalk,KeyError
The-Kitchen-Oxnard,KeyError
Sidecar-Brooklyn,KeyError
Peaceful-Restaurant-Vancouver,KeyError
Flip-Flops-Grill-and-Chill-Virginia-Beach,4
'"''""-New-Craves*""""-Norton''''s-Pastrami-&-Deli""''"',KeyError
'"''""-New-Craves*""""-Norton''''s-Pastrami-&-Deli""''"',KeyError
"""-New-Craves*""""-Meat-&-Bread""",4
"""-New-Craves*""""-Meat-&-Bread""",4.5
"""-New-Craves*""""-Fuel-Cantina""",4
"""-New-Craves*""""-Fuel-Cantina""",4
Defontes-Sandwich-Shop-Brooklyn,4
The-Glass-Onion-Charleston,4
Galway-Bay-Irish-Pub-Annapolis,KeyError
Galway-Bay-Irish-Pub-Annapolis,KeyError
RandR-Taqueria-Elkridge,KeyError
RandR-Taqueria-Elkridge,4
Nyes-Polonaise-Room-Minneapolis,4.5
Moseberths-Fried-Chicken-Portsmouth,3.5
Moseberths-Fried-Chicken-Portsmouth,KeyError
Joe-Squared-Pizza-Baltimore,4.5
Pepes-and-Mitos-Dallas,4
Pepes-and-Mitos-Dallas,4
Savoy-Cafe-and-Deli-Santa-Barbara,4.5
Pizzeria-Lola-Minneapolis,KeyError
Monument-Cafe-Georgetown,4.5
Lukes-Inside-Out-Austin,4.5
Smack-Shack-at-The-1029-Bar-Minneapolis,KeyError
Smack-Shack-at-The-1029-Bar-Minneapolis,5
Maple-and-Motor-Dallas,4.5
Broders-Cucina-Italiana-Minneapolis,KeyError
Chop-House-Burgers-Arlington,KeyError
Petes-Breakfast-House-Ventura,4
Petes-Breakfast-House-Ventura,3.5
Sip-and-Bite-Restaurant-Baltimore,4
Marlas-Caribbean-Cuisine-Minneapolis,KeyError
Cane-Rosso-Dallas,3.5
Counter-Cafe-Austin,KeyError
Smalleys-Caribbean-Barbeque-Stillwater,KeyError
Johnny-Garlics-Santa-Rosa,4
Harveys-Hot-Dogs-II-Portsmouth,KeyError
Harveys-Hot-Dogs-II-Portsmouth,KeyError
Pecan-Lodge-Dallas,KeyError
John-Mulls-Meats-and-Road-Kill-Grill-Las-Vegas,KeyError
"""-All-the-Time*""""-Naked-City-Pizza""",4
"""-All-the-Time*""""-Naked-City-Pizza""",3.5
"""-All-the-Time*""""-Forte-European-Tapas-Bar-&-Bistro""",KeyError
"""-All-the-Time*""""-Forte-European-Tapas-Bar-&-Bistro""",4
"""-All-the-Time*""""-UNLV""",KeyError
"""-All-the-Time*""""-UNLV""",KeyError
Lolas---A-Louisiana-Kitchen-Las-Vegas,KeyError
Lolas---A-Louisiana-Kitchen-Las-Vegas,KeyError
Noble-Pig-Sandwiches-Austin,3.5
Casper-and-Runyons-Nook-Saint-Paul,KeyError
Casper-and-Runyons-Nook-Saint-Paul,KeyError
Bachi-Burger-Las-Vegas,3
Afrah-Richardson,KeyError
Afrah-Richardson,KeyError
Gazalas-Place-Manhattan,3.5
Gazalas-Place-Manhattan,KeyError
Hopleaf-Bar-Chicago,KeyError
Foreign-and-Domestic-Austin,KeyError
Jawaiian-Irie-Jerk-Restaurant-Honolulu,KeyError
Taste-of-Europe-Arlington,KeyError
Taste-of-Europe-Arlington,3.5
Yayo-Taco-Las-Vegas,KeyError
Camilles-on-Wheels-Kailua,KeyError
Chicago-Brauhaus-Chicago,KeyError
Dixie-Supply-Bakery-and-Cafe-Charleston,KeyError
Heeia-Kea-Pier-General-Store-and-Deli-Kaneohe,4
Rex-Italian-Foods-Norridge,KeyError
Memphis-Street-Cafe-Hernando,4
bopNgrill-Chicago,KeyError
Sweet-Home-Waimanalo-Waimanalo,KeyError
90-Miles-Cuban-Cafe-Chicago,4
Davis-Pub-Annapolis,KeyError
Memphis-Barbecue-Co.-Horn-Lake,4
Memphis-Barbecue-Co.-Horn-Lake,4
Fresh-Catch-Honolulu,2.5
Italian-Express-Pizzeria-East-Boston,4
Italian-Express-Pizzeria-East-Boston,4
Cuttys-Brookline,KeyError
Tupelo-Cambridge,KeyError
Pattis-Pierogis-Fall-River,KeyError
Angelos-Civito-Farnese-Providence,KeyError
Angelos-Civito-Farnese-Providence,KeyError
Mediterraneo-Caffe-Providence,5
South-Of-Beale-(SOB)-Memphis,KeyError
South-Of-Beale-(SOB)-Memphis,4.5
Big-Wave-Shrimp-Truck-Haleiwa,KeyError
Big-Wave-Shrimp-Truck-Haleiwa,4
Chaps-Pit-Beef-Baltimore,KeyError
"""-Noodles-and-Quahogs*""""-Boston-Burger-Company""",KeyError
"""-Noodles-and-Quahogs*""""-Boston-Burger-Company""",4.5
'"''""-Noodles-and-Quahogs*""""-Anthony''''s-Seafood""''"',KeyError
'"''""-Noodles-and-Quahogs*""""-Anthony''''s-Seafood""''"',KeyError
"""-Noodles-and-Quahogs*""""-Guerilla-Street-Food""",KeyError
"""-Noodles-and-Quahogs*""""-Guerilla-Street-Food""",3.5
The-Elegant-Farmer-Mukwonago,KeyError
Italian-Corner-East-Providence,4
'"''""-All-the-Time*""""-Anthonino''''s-Taverna""''"',KeyError
'"''""-All-the-Time*""""-Anthonino''''s-Taverna""''"',4
"""-All-the-Time*""""-Three-Angels-Diner""",KeyError
"""-All-the-Time*""""-Three-Angels-Diner""",KeyError
"""-All-the-Time*""""-Opal-Thai-Food""",KeyError
"""-All-the-Time*""""-Opal-Thai-Food""",KeyError
Aunt-Carries-Narragansett,4
Aunt-Carries-Narragansett,KeyError
The-Shaved-Duck-Saint-Louis,4
Angelas-Cafe-East-Boston,4
Angelas-Cafe-East-Boston,3
Dressels-Public-House-Saint-Louis,KeyError
Outer-Banks-Brewing-Station-Kill-Devil-Hills,3.5
Edgewood-Cafe-Cranston,3.5
Kitty-Hoynes-Syracuse,KeyError
